shipment_id,ship_date,order_id,carrier_id,carrier_name,service_level,origin_region,destination_zone,package_weight_lb,package_length_in,package_width_in,package_height_in,billed_weight_lb,base_cost,fuel_surcharge,residential_fee,delivery_area_fee,oversized_fee,address_correction_fee,ltl_handling_fee,total_shipping_cost,delivered_days,dimensional_weight_lb,billed_above_actual_flag,non_fuel_surcharge_total,cost_per_billed_lb,weight_delta_lb,base_rate_per_lb,proposed_rate_per_lb,proposed_cost,row_potential_savings,savings_pct,lane
SHP102609,2024-06-30,ORD802240,CR001,UPS,Ground,West,5,7.58,10,24,7,12.5,95.5,14.48,4.95,0.0,0.0,0.0,0.0,114.93,4,12.09,1,4.95,9.19,4.92,7.64,6.96,91.95,22.98,0.1999,West → Zone 5
SHP102610,2025-05-24,ORD803018,CR003,USPS,Priority Mail,Midwest,5,21.44,9,15,16,21.5,226.18,24.89,0.0,0.0,0.0,0.0,0.0,251.07,3,15.54,1,0.0,11.68,0.06,10.52,10.126,217.71,33.36,0.1329,Midwest → Zone 5
SHP102611,2025-03-13,ORD800462,CR002,FedEx,Ground,South,7,16.25,9,9,16,16.5,149.16,24.19,4.95,6.75,0.0,0.0,0.0,185.05,4,9.32,1,11.7,11.22,0.25,9.04,8.175,146.59,38.46,0.2078,South → Zone 7
SHP102612,2024-11-12,ORD803566,CR001,UPS,Ground,West,6,20.05,5,24,20,20.5,206.84,34.13,4.95,0.0,0.0,0.0,0.0,245.92,2,17.27,1,4.95,12.0,0.45,10.09,9.085,191.19,54.73,0.2226,West → Zone 6
SHP102613,2024-11-20,ORD800134,CR003,USPS,Priority Mail,South,2,14.12,4,25,18,14.5,94.97,11.81,4.95,0.0,0.0,0.0,0.0,111.73,3,12.95,1,4.95,7.71,0.38,6.55,6.264,95.78,15.95,0.1428,South → Zone 2
SHP102614,2025-05-09,ORD801370,CR002,FedEx,Ground,West,4,10.98,15,13,22,31.0,285.2,51.01,0.0,0.0,0.0,0.0,0.0,336.21,3,30.86,1,0.0,10.85,20.02,9.2,8.348,258.79,77.42,0.2303,West → Zone 4
SHP102615,2024-12-28,ORD801572,CR001,UPS,Ground,West,6,6.0,24,18,9,28.0,282.52,35.22,0.0,0.0,0.0,0.0,0.0,317.74,4,27.97,1,0.0,11.35,22.0,10.09,9.085,254.38,63.36,0.1994,West → Zone 6
SHP102616,2024-03-24,ORD800091,CR001,UPS,2nd Day Air,South,4,6.26,21,17,5,13.0,133.25,20.04,4.95,0.0,0.0,0.0,0.0,158.24,4,12.84,1,4.95,12.17,6.74,10.25,9.421,127.42,30.82,0.1948,South → Zone 4
SHP102617,2024-04-15,ORD800500,CR002,FedEx,Ground,Midwest,8,3.35,8,16,24,22.5,260.1,30.27,4.95,6.75,0.0,0.0,0.0,302.07,3,22.1,1,11.7,13.43,19.15,11.56,10.422,246.19,55.88,0.185,Midwest → Zone 8
SHP102618,2024-02-26,ORD803221,CR002,FedEx,Ground,Midwest,4,1.12,22,11,7,12.5,91.0,10.96,0.0,0.0,0.0,0.0,0.0,101.96,2,12.19,1,0.0,8.16,11.38,7.28,6.579,82.24,19.72,0.1934,Midwest → Zone 4
SHP102619,2024-07-09,ORD801774,CR001,UPS,Ground,West,2,25.09,18,21,9,25.5,198.9,29.25,4.95,0.0,0.0,0.0,0.0,233.1,3,24.47,1,4.95,9.14,0.41,7.8,7.081,185.52,47.58,0.2041,West → Zone 2
SHP102620,2024-10-06,ORD801509,CR004,XPO LTL,Standard LTL,South,8,80.0,34,45,18,198.5,188.97,19.26,0.0,0.0,0.0,0.0,0.0,208.23,3,198.13,1,0.0,1.05,118.5,0.952,0.896,177.86,30.37,0.1458,South → Zone 8
SHP102621,2024-02-29,ORD804140,CR002,FedEx,Express Saver,South,3,20.49,7,16,16,20.5,238.42,28.35,0.0,0.0,0.0,12.0,0.0,278.77,3,12.89,1,12.0,13.6,0.01,11.63,10.521,227.68,51.09,0.1833,South → Zone 3
SHP102622,2024-09-02,ORD801883,CR001,UPS,Ground,Midwest,5,5.67,5,12,23,10.0,76.4,13.43,4.95,0.0,18.5,0.0,0.0,113.28,1,9.93,1,23.45,11.33,4.33,7.64,6.96,93.05,20.23,0.1786,Midwest → Zone 5
SHP102623,2025-10-04,ORD803470,CR001,UPS,Ground,Northeast,8,13.07,16,10,15,17.5,163.8,22.79,4.95,0.0,0.0,0.0,0.0,191.54,3,17.27,1,4.95,10.95,4.43,9.36,8.478,153.31,38.23,0.1996,Northeast → Zone 8
SHP102624,2024-01-05,ORD801674,CR002,FedEx,2Day,Midwest,2,22.64,17,19,22,51.5,1101.59,120.69,4.95,0.0,0.0,0.0,0.0,1227.22,3,51.12,1,4.95,23.83,28.86,21.39,19.428,1005.49,221.73,0.1807,Midwest → Zone 2
SHP102625,2024-05-04,ORD803623,CR003,USPS,Ground Advantage,Northeast,7,13.17,22,15,17,40.5,336.15,57.51,0.0,0.0,0.0,0.0,0.0,393.66,5,40.36,1,0.0,9.72,27.33,8.3,8.13,329.27,64.39,0.1636,Northeast → Zone 7
SHP102626,2024-12-25,ORD803762,CR001,UPS,Ground,Midwest,4,10.16,14,22,5,11.5,81.31,13.61,0.0,0.0,0.0,0.0,0.0,94.92,5,11.08,1,0.0,8.25,1.34,7.07,6.375,73.31,21.61,0.2277,Midwest → Zone 4
SHP102627,2025-04-20,ORD802829,CR002,FedEx,Ground,Northeast,6,9.19,17,22,18,48.5,503.43,61.37,0.0,0.0,0.0,0.0,0.0,564.8,5,48.43,1,0.0,11.65,39.31,10.38,9.4,455.9,108.9,0.1928,Northeast → Zone 6
SHP102628,2024-04-22,ORD801314,CR001,UPS,Ground,South,7,3.2,22,22,4,14.0,123.06,13.83,0.0,0.0,0.0,0.0,0.0,136.89,2,13.93,1,0.0,9.78,10.8,8.79,8.015,112.21,24.68,0.1803,South → Zone 7
SHP102629,2024-08-25,ORD803141,CR004,XPO LTL,Expedited LTL,South,5,106.38,47,20,51,345.0,355.69,37.63,0.0,0.0,0.0,0.0,0.0,393.32,5,344.89,1,0.0,1.14,238.62,1.031,0.984,339.48,53.84,0.1369,South → Zone 5
SHP102630,2025-01-12,ORD802032,CR002,FedEx,Ground,South,8,12.24,13,21,16,31.5,364.14,61.07,4.95,6.75,0.0,0.0,0.0,436.91,3,31.42,1,11.7,13.87,19.26,11.56,10.422,339.99,96.92,0.2218,South → Zone 8
SHP102631,2024-11-26,ORD801711,CR002,FedEx,Ground,South,5,14.46,9,16,24,25.0,244.75,27.66,4.95,0.0,0.0,0.0,0.0,277.36,6,24.86,1,4.95,11.09,10.54,9.79,8.841,225.97,51.39,0.1853,South → Zone 5
SHP102632,2025-02-01,ORD803295,CR001,UPS,Ground,West,6,10.03,10,6,24,10.5,86.31,9.68,4.95,0.0,0.0,0.0,0.0,100.94,3,10.36,1,4.95,9.61,0.47,8.22,7.479,83.48,17.46,0.173,West → Zone 6
SHP102633,2025-08-18,ORD801343,CR001,UPS,Ground,Midwest,3,11.51,8,4,11,12.0,78.0,8.31,4.95,0.0,0.0,0.0,0.0,91.26,3,2.53,1,4.95,7.61,0.49,6.5,5.887,75.59,15.67,0.1717,Midwest → Zone 3
SHP102634,2025-01-23,ORD800819,CR002,FedEx,2Day,West,4,15.7,17,12,15,22.5,320.85,50.38,0.0,0.0,0.0,0.0,0.0,371.23,7,22.01,1,0.0,16.5,6.8,14.26,12.802,288.05,83.18,0.2241,West → Zone 4
SHP102635,2025-05-30,ORD803979,CR002,FedEx,Ground,South,3,3.81,15,7,6,5.0,28.6,5.0,4.95,0.0,0.0,0.0,0.0,38.55,2,4.53,1,4.95,7.71,1.19,5.72,5.172,30.81,7.74,0.2008,South → Zone 3
SHP102636,2025-05-02,ORD801650,CR001,UPS,Ground,South,8,21.82,24,20,24,83.0,1398.55,146.09,4.95,6.75,0.0,0.0,0.0,1556.34,2,82.88,1,11.7,18.75,61.18,16.85,15.386,1288.74,267.6,0.1719,South → Zone 8
SHP102637,2024-12-23,ORD802030,CR001,UPS,Ground,South,8,19.57,23,25,17,70.5,1187.93,141.27,0.0,0.0,18.5,0.0,0.0,1347.7,3,70.32,1,18.5,19.12,50.93,16.85,15.386,1103.21,244.49,0.1814,South → Zone 8
SHP102638,2024-05-27,ORD803443,CR001,UPS,Ground,West,7,4.36,12,24,22,46.0,490.36,80.57,4.95,0.0,0.0,0.0,0.0,575.88,2,45.58,1,4.95,12.52,41.64,10.66,9.772,454.46,121.42,0.2108,West → Zone 7
SHP102639,2025-03-06,ORD800566,CR002,FedEx,Ground,West,2,7.81,19,14,14,27.0,216.81,27.27,4.95,0.0,0.0,0.0,0.0,249.03,5,26.79,1,4.95,9.22,19.19,8.03,7.178,198.76,50.27,0.2019,West → Zone 2
SHP102640,2024-11-13,ORD801025,CR003,USPS,Ground Advantage,Northeast,6,10.13,22,19,17,51.5,629.33,86.66,4.95,6.75,0.0,0.0,0.0,727.69,2,51.12,1,11.7,14.13,41.37,12.22,11.927,625.94,101.75,0.1398,Northeast → Zone 6
SHP102641,2024-10-12,ORD803764,CR002,FedEx,Ground,Northeast,4,9.69,10,8,9,10.0,72.8,10.99,4.95,0.0,0.0,0.0,0.0,88.74,3,5.18,1,4.95,8.87,0.31,7.28,6.579,70.74,18.0,0.2028,Northeast → Zone 4
SHP102642,2024-09-17,ORD801622,CR002,FedEx,Ground,West,5,11.13,10,11,6,11.5,90.39,14.99,0.0,0.0,0.0,0.0,0.0,105.38,7,4.75,1,0.0,9.16,0.37,7.86,7.069,81.29,24.09,0.2286,West → Zone 5
SHP102643,2024-01-30,ORD801202,CR003,USPS,Priority Mail,Northeast,6,5.31,15,20,18,39.0,435.24,70.87,0.0,0.0,0.0,0.0,0.0,506.11,4,38.85,1,0.0,12.98,33.69,11.16,10.92,425.88,80.23,0.1585,Northeast → Zone 6
SHP102644,2025-07-02,ORD802600,CR002,FedEx,Ground,Midwest,6,12.08,14,14,23,32.5,337.35,48.34,4.95,6.75,0.0,0.0,0.0,397.39,1,32.43,1,11.7,12.23,20.42,10.38,9.4,317.2,80.19,0.2018,Midwest → Zone 6
SHP102645,2024-05-23,ORD802412,CR003,USPS,Ground Advantage,West,2,11.89,15,23,9,22.5,136.58,24.51,4.95,0.0,0.0,0.0,0.0,166.03,3,22.34,1,4.95,7.38,10.61,6.07,5.925,138.26,27.77,0.1673,West → Zone 2
SHP102646,2025-03-09,ORD802415,CR001,UPS,Next Day Air,Midwest,8,8.39,11,10,20,16.0,299.52,48.77,4.95,6.75,0.0,0.0,0.0,359.99,3,15.83,1,11.7,22.5,7.61,18.72,17.079,284.96,75.03,0.2084,Midwest → Zone 8
SHP102647,2024-01-29,ORD800203,CR003,USPS,Ground Advantage,Midwest,4,6.89,18,5,15,10.0,55.1,8.87,4.95,0.0,0.0,12.0,0.0,80.92,4,9.71,1,16.95,8.09,3.11,5.51,5.389,70.84,10.08,0.1246,Midwest → Zone 4
SHP102648,2024-04-24,ORD803615,CR004,XPO LTL,Expedited LTL,Northeast,3,92.47,50,19,51,349.0,307.47,33.46,0.0,0.0,0.0,0.0,0.0,340.93,4,348.56,1,0.0,0.98,256.53,0.881,0.82,286.18,54.75,0.1606,Northeast → Zone 3
SHP102649,2025-11-10,ORD801547,CR001,UPS,Next Day Air,South,5,12.83,12,4,11,13.0,198.77,28.94,4.95,0.0,0.0,0.0,0.0,232.66,5,3.8,1,4.95,17.9,0.17,15.29,13.719,183.3,49.36,0.2122,South → Zone 5
SHP102650,2025-03-27,ORD802546,CR001,UPS,Ground,South,3,24.94,13,5,12,25.0,209.25,31.82,4.95,0.0,0.0,0.0,0.0,246.02,5,5.61,1,4.95,9.84,0.06,8.37,7.635,195.82,50.2,0.204,South → Zone 3
SHP102651,2025-05-15,ORD803749,CR004,XPO LTL,Standard LTL,South,8,311.45,32,20,28,311.5,313.06,52.61,0.0,0.0,0.0,0.0,0.0,365.67,5,128.92,1,0.0,1.17,0.05,1.005,0.956,297.79,67.88,0.1856,South → Zone 8
SHP102652,2024-04-19,ORD801788,CR002,FedEx,2Day,South,5,11.28,25,12,16,35.0,531.3,93.95,0.0,0.0,0.0,0.0,0.0,625.25,5,34.53,1,0.0,17.86,23.72,15.18,13.466,471.31,153.94,0.2462,South → Zone 5
SHP102653,2024-04-22,ORD800866,CR002,FedEx,Ground,West,6,5.24,25,19,4,14.0,118.3,17.87,4.95,0.0,0.0,0.0,0.0,141.12,3,13.67,1,4.95,10.08,8.76,8.45,7.812,114.32,26.8,0.1899,West → Zone 6
SHP102654,2024-02-05,ORD802160,CR001,UPS,2nd Day Air,Northeast,8,6.47,12,10,6,6.5,79.37,10.36,4.95,6.75,0.0,0.0,0.0,101.43,4,5.18,1,11.7,15.6,0.03,12.21,11.068,83.64,17.79,0.1754,Northeast → Zone 8
SHP102655,2024-01-20,ORD804105,CR002,FedEx,Ground,West,4,8.1,25,16,7,20.5,188.6,27.18,4.95,0.0,0.0,0.0,0.0,220.73,2,20.14,1,4.95,10.77,12.4,9.2,8.348,176.08,44.65,0.2023,West → Zone 4
SHP102656,2025-12-25,ORD801067,CR001,UPS,Ground,Northeast,5,34.22,19,14,7,34.5,328.44,54.33,4.95,0.0,0.0,0.0,0.0,387.72,3,13.4,1,4.95,11.24,0.28,9.52,8.563,300.37,87.35,0.2253,Northeast → Zone 5
SHP102657,2024-12-08,ORD800402,CR002,FedEx,Ground,South,5,21.61,17,7,23,22.0,215.38,28.21,0.0,0.0,0.0,0.0,0.0,243.59,5,19.69,1,0.0,11.07,0.39,9.79,8.841,194.5,49.09,0.2015,South → Zone 5
SHP102658,2025-08-16,ORD804163,CR001,UPS,Ground,South,8,5.66,11,8,12,8.0,67.36,7.79,4.95,0.0,0.0,0.0,0.0,80.1,3,7.6,1,4.95,10.01,2.34,8.42,7.607,65.81,14.29,0.1784,South → Zone 8
SHP102659,2025-01-25,ORD802779,CR003,USPS,Ground Advantage,Northeast,3,4.64,18,11,24,34.5,224.94,38.38,0.0,0.0,0.0,0.0,0.0,263.32,3,34.19,1,0.0,7.63,29.86,6.52,6.405,220.97,42.35,0.1608,Northeast → Zone 3
SHP102660,2025-02-18,ORD801186,CR004,XPO LTL,Standard LTL,West,3,98.03,39,24,27,182.0,118.66,17.38,0.0,0.0,0.0,0.0,0.0,136.04,5,181.81,1,0.0,0.75,83.97,0.652,0.621,113.02,23.02,0.1692,West → Zone 3
SHP102661,2024-04-26,ORD801635,CR002,FedEx,Ground,West,5,1.94,25,15,11,30.0,293.7,35.48,4.95,0.0,18.5,0.0,0.0,352.63,1,29.68,1,23.45,11.75,28.06,9.79,8.841,288.68,63.95,0.1814,West → Zone 5
SHP102662,2025-05-20,ORD801081,CR002,FedEx,2Day,West,6,18.88,21,6,9,19.0,248.9,35.51,4.95,0.0,0.0,0.0,0.0,289.36,5,8.16,1,4.95,15.23,0.12,13.1,11.719,227.61,61.75,0.2134,West → Zone 6
SHP102663,2025-10-18,ORD803537,CR002,FedEx,2Day,West,4,10.2,24,16,13,36.0,513.36,67.12,0.0,0.0,0.0,0.0,0.0,580.48,3,35.91,1,0.0,16.12,25.8,14.26,12.802,460.87,119.61,0.2061,West → Zone 4
SHP102664,2025-07-08,ORD800829,CR003,USPS,Priority Mail,Northeast,4,4.77,8,8,22,10.5,82.11,14.55,4.95,0.0,0.0,0.0,0.0,101.61,3,10.13,1,4.95,9.68,5.73,7.82,7.702,85.82,15.79,0.1554,Northeast → Zone 4
SHP102665,2024-12-10,ORD801140,CR001,UPS,Ground,South,7,11.47,13,6,25,14.5,127.45,13.37,0.0,6.75,0.0,0.0,0.0,147.58,5,14.03,1,6.75,10.18,3.03,8.79,8.015,122.97,24.61,0.1668,South → Zone 7
SHP102666,2025-01-20,ORD803229,CR002,FedEx,Ground,Midwest,6,17.0,16,25,15,43.5,451.53,70.17,0.0,0.0,0.0,0.0,0.0,521.7,5,43.17,1,0.0,11.99,26.5,10.38,9.4,408.9,112.8,0.2162,Midwest → Zone 6
SHP102667,2025-02-22,ORD802192,CR001,UPS,Ground,West,8,6.56,23,24,15,60.0,1011.0,113.28,4.95,6.75,18.5,0.0,0.0,1154.48,3,59.57,1,30.2,19.24,53.44,16.85,15.386,953.36,201.12,0.1742,West → Zone 8
SHP102668,2025-11-01,ORD800202,CR004,XPO LTL,Standard LTL,Northeast,6,161.06,36,44,24,273.5,227.83,36.03,0.0,0.0,0.0,0.0,0.0,263.85,8,273.5,1,0.0,0.96,112.44,0.833,0.787,215.24,48.61,0.1842,Northeast → Zone 6
SHP102669,2024-01-06,ORD802463,CR001,UPS,Ground,Northeast,4,13.4,11,23,14,25.5,227.97,30.31,0.0,0.0,0.0,0.0,0.0,258.28,4,25.48,1,0.0,10.13,12.1,8.94,8.021,204.54,53.74,0.2081,Northeast → Zone 4
SHP102670,2025-10-27,ORD801920,CR003,USPS,Ground Advantage,West,8,0.71,13,4,16,6.0,39.36,6.73,4.95,6.75,0.0,0.0,0.0,57.79,7,5.99,1,11.7,9.63,5.29,6.56,6.327,49.66,8.13,0.1407,West → Zone 8
SHP102671,2025-07-14,ORD802597,CR003,USPS,Ground Advantage,South,7,8.04,7,23,14,16.5,112.86,12.59,0.0,0.0,18.5,0.0,0.0,143.95,4,16.22,1,18.5,8.72,8.46,6.84,6.59,127.23,16.72,0.1162,South → Zone 7
SHP102672,2025-07-09,ORD800681,CR001,UPS,Ground,South,8,12.97,19,12,5,13.0,121.68,16.68,0.0,0.0,0.0,0.0,0.0,138.36,1,8.2,1,0.0,10.64,0.03,9.36,8.478,110.21,28.15,0.2035,South → Zone 8
SHP102673,2024-06-05,ORD800597,CR002,FedEx,2Day,Midwest,2,0.48,14,24,14,34.0,422.96,63.64,0.0,0.0,0.0,0.0,0.0,486.6,2,33.84,1,0.0,14.31,33.52,12.44,11.055,375.87,110.73,0.2276,Midwest → Zone 2
SHP102674,2024-11-23,ORD802459,CR001,UPS,2nd Day Air,Midwest,5,8.79,7,22,4,9.0,87.57,11.6,4.95,0.0,0.0,0.0,0.0,104.12,5,4.43,1,4.95,11.57,0.21,9.73,8.993,85.89,18.23,0.1751,Midwest → Zone 5
SHP102675,2025-06-14,ORD800534,CR003,USPS,Ground Advantage,Midwest,3,10.7,15,5,25,13.5,68.31,9.16,0.0,0.0,0.0,0.0,0.0,77.47,4,13.49,1,0.0,5.74,2.8,5.06,4.914,66.34,11.13,0.1437,Midwest → Zone 3
SHP102676,2025-08-16,ORD802216,CR003,USPS,Ground Advantage,South,4,11.94,15,6,9,12.0,66.12,8.5,4.95,0.0,0.0,0.0,0.0,79.57,4,5.83,1,4.95,6.63,0.06,5.51,5.389,69.62,9.95,0.125,South → Zone 4
SHP102677,2024-07-11,ORD804161,CR003,USPS,Priority Mail,Midwest,6,1.02,4,6,15,3.0,22.92,3.62,4.95,0.0,0.0,0.0,0.0,31.49,5,2.59,1,4.95,10.5,1.98,7.64,7.482,27.4,4.09,0.1299,Midwest → Zone 6
SHP102678,2024-05-28,ORD803509,CR001,UPS,Ground,Midwest,6,15.46,8,19,5,15.5,127.41,19.01,4.95,6.75,0.0,0.0,0.0,158.12,3,5.47,1,11.7,10.2,0.04,8.22,7.479,127.62,30.5,0.1929,Midwest → Zone 6
SHP102679,2025-12-25,ORD804106,CR004,XPO LTL,Standard LTL,South,6,169.07,19,36,19,169.5,141.19,18.83,0.0,0.0,0.0,0.0,0.0,160.02,3,93.5,1,0.0,0.94,0.43,0.833,0.787,133.4,26.62,0.1664,South → Zone 6
SHP102680,2024-01-31,ORD804140,CR001,UPS,Ground,Northeast,6,7.7,13,11,16,16.5,135.63,15.32,4.95,6.75,0.0,0.0,0.0,162.65,3,16.46,1,11.7,9.86,8.8,8.22,7.479,135.1,27.55,0.1694,Northeast → Zone 6
SHP102681,2025-05-11,ORD803621,CR002,FedEx,Express Saver,West,2,1.62,21,11,17,28.5,308.66,43.21,0.0,0.0,0.0,0.0,0.0,351.87,4,28.25,1,0.0,12.35,26.88,10.83,9.802,279.36,72.51,0.2061,West → Zone 2
SHP102682,2025-04-21,ORD800241,CR003,USPS,Ground Advantage,South,6,14.79,15,10,15,16.5,105.6,14.54,4.95,0.0,0.0,0.0,0.0,125.09,5,16.19,1,4.95,7.58,1.71,6.4,6.28,108.57,16.52,0.1321,South → Zone 6
SHP102683,2025-01-28,ORD800449,CR002,FedEx,Ground,West,6,15.56,17,18,10,22.5,233.55,26.75,4.95,0.0,0.0,0.0,0.0,265.25,3,22.01,1,4.95,11.79,6.94,10.38,9.4,216.45,48.8,0.184,West → Zone 6
SHP102684,2025-06-21,ORD802210,CR002,FedEx,Ground,Northeast,2,15.02,17,11,23,31.0,248.93,34.97,4.95,0.0,0.0,0.0,0.0,288.85,4,30.94,1,4.95,9.32,15.98,8.03,7.178,227.47,61.38,0.2125,Northeast → Zone 2
SHP102685,2024-07-14,ORD800672,CR002,FedEx,Ground,Midwest,6,13.27,20,25,24,86.5,1397.84,211.37,4.95,0.0,0.0,0.0,0.0,1614.16,3,86.33,1,4.95,18.66,73.23,16.16,14.419,1252.19,361.97,0.2242,Midwest → Zone 6
SHP102686,2025-02-12,ORD801108,CR003,USPS,Ground Advantage,Midwest,3,9.51,13,18,13,22.0,143.44,15.52,4.95,0.0,0.0,0.0,0.0,163.91,2,21.88,1,4.95,7.45,12.49,6.52,6.405,145.86,18.05,0.1101,Midwest → Zone 3
SHP102687,2024-01-09,ORD801286,CR003,USPS,Ground Advantage,South,6,4.12,24,4,14,10.0,64.0,7.43,4.95,6.75,0.0,0.0,0.0,83.13,3,9.67,1,11.7,8.31,5.88,6.4,6.28,74.5,8.63,0.1038,South → Zone 6
SHP102688,2025-06-13,ORD804089,CR001,UPS,Ground,South,5,3.89,4,5,11,4.0,25.32,3.92,4.95,0.0,0.0,0.0,0.0,34.19,4,1.58,1,4.95,8.55,0.11,6.33,5.678,27.66,6.53,0.191,South → Zone 5
SHP102689,2025-06-30,ORD802249,CR002,FedEx,Ground,Northeast,5,7.1,10,23,19,31.5,308.38,50.38,0.0,0.0,0.0,0.0,0.0,358.77,2,31.44,1,0.0,11.39,24.4,9.79,8.841,278.49,80.28,0.2238,Northeast → Zone 5
SHP102690,2025-08-21,ORD801292,CR001,UPS,2nd Day Air,Midwest,4,4.54,15,13,25,35.5,460.44,63.07,0.0,0.0,0.0,0.0,0.0,523.5,5,35.07,1,0.0,14.75,30.96,12.97,11.845,420.5,103.0,0.1968,Midwest → Zone 4
SHP102691,2024-06-28,ORD800613,CR001,UPS,Ground,West,4,7.87,23,9,4,8.0,49.12,5.5,0.0,0.0,0.0,0.0,0.0,54.62,3,5.96,1,0.0,6.83,0.13,6.14,5.605,44.84,9.78,0.1791,West → Zone 4
SHP102692,2024-01-21,ORD801871,CR001,UPS,2nd Day Air,Midwest,3,6.78,4,21,22,13.5,127.3,19.99,4.95,0.0,0.0,0.0,0.0,152.25,4,13.29,1,4.95,11.28,6.72,9.43,8.54,120.24,32.01,0.2102,Midwest → Zone 3
SHP102693,2024-05-18,ORD804095,CR003,USPS,Ground Advantage,South,3,4.84,13,19,13,23.5,153.22,24.96,0.0,0.0,0.0,0.0,0.0,178.18,5,23.1,1,0.0,7.58,18.66,6.52,6.405,150.52,27.66,0.1552,South → Zone 3
SHP102694,2025-08-04,ORD802686,CR001,UPS,Ground,South,3,9.15,7,24,4,9.5,52.82,5.87,4.95,0.0,18.5,0.0,0.0,82.14,5,4.83,1,23.45,8.65,0.35,5.56,5.036,71.29,10.85,0.1321,South → Zone 3
SHP102695,2025-07-31,ORD803259,CR001,UPS,Ground,West,4,12.81,24,10,19,33.0,295.02,43.31,4.95,0.0,0.0,0.0,0.0,343.28,5,32.81,1,4.95,10.4,20.19,8.94,8.021,269.64,73.64,0.2145,West → Zone 4
SHP102696,2024-12-11,ORD801645,CR002,FedEx,Express Saver,West,6,7.25,7,16,15,12.5,142.62,23.41,0.0,0.0,0.0,0.0,0.0,166.03,7,12.09,1,0.0,13.28,5.25,11.41,10.196,127.45,38.58,0.2324,West → Zone 6
SHP102697,2024-04-08,ORD803475,CR001,UPS,Ground,South,8,18.55,12,6,10,19.0,177.84,23.29,4.95,6.75,0.0,0.0,0.0,212.83,5,5.18,1,11.7,11.2,0.45,9.36,8.478,172.78,40.05,0.1882,South → Zone 8
SHP102698,2024-11-01,ORD801978,CR003,USPS,Priority Mail,South,7,2.02,18,9,17,20.0,235.8,35.83,4.95,6.75,0.0,0.0,0.0,283.33,5,19.81,1,11.7,14.17,17.98,11.79,11.376,239.22,44.11,0.1557,South → Zone 7
SHP102699,2025-08-27,ORD801143,CR002,FedEx,Express Saver,Northeast,5,3.2,20,23,7,23.5,310.67,31.65,0.0,0.0,0.0,0.0,0.0,342.32,3,23.17,1,0.0,14.57,20.3,13.22,11.98,281.53,60.79,0.1776,Northeast → Zone 5
SHP102700,2025-06-06,ORD800853,CR002,FedEx,Ground,South,2,0.76,5,21,20,15.5,94.55,10.77,4.95,0.0,0.0,0.0,0.0,110.27,4,15.11,1,4.95,7.11,14.74,6.1,5.509,90.34,19.93,0.1807,South → Zone 2
SHP102701,2024-11-30,ORD803072,CR003,USPS,Priority Mail,Northeast,6,5.87,19,6,22,18.5,168.16,25.8,0.0,0.0,0.0,0.0,0.0,193.97,1,18.04,1,0.0,10.48,12.63,9.09,8.75,161.88,32.09,0.1654,Northeast → Zone 6
SHP102702,2025-10-23,ORD802852,CR004,XPO LTL,Standard LTL,Northeast,5,263.1,39,23,30,263.5,203.42,34.23,0.0,0.0,0.0,0.0,0.0,237.66,6,193.6,1,0.0,0.9,0.4,0.772,0.73,192.35,45.31,0.1907,Northeast → Zone 5
SHP102703,2025-10-06,ORD802168,CR003,USPS,Ground Advantage,South,5,5.09,24,4,15,10.5,62.48,6.79,4.95,0.0,0.0,0.0,0.0,74.21,3,10.36,1,4.95,7.07,5.41,5.95,5.764,65.47,8.74,0.1178,South → Zone 5
SHP102704,2025-12-29,ORD800970,CR002,FedEx,2Day,West,5,8.98,9,17,5,9.0,96.3,17.03,4.95,0.0,0.0,0.0,0.0,118.28,3,5.5,1,4.95,13.14,0.02,10.7,9.643,91.74,26.54,0.2244,West → Zone 5
SHP102705,2024-07-11,ORD801630,CR004,XPO LTL,Standard LTL,South,2,286.22,41,24,39,286.5,169.89,30.51,0.0,0.0,0.0,0.0,0.0,200.41,7,276.09,1,0.0,0.7,0.28,0.593,0.568,162.73,37.68,0.188,South → Zone 2
SHP102706,2024-05-22,ORD801684,CR003,USPS,Ground Advantage,Midwest,4,3.56,22,25,21,83.5,946.05,164.86,0.0,0.0,0.0,0.0,0.0,1110.91,3,83.09,1,0.0,13.3,79.94,11.33,11.134,929.69,181.22,0.1631,Midwest → Zone 4
SHP102707,2025-05-27,ORD801268,CR003,USPS,Ground Advantage,South,6,3.3,23,19,24,75.5,922.61,104.68,4.95,6.75,0.0,0.0,0.0,1038.99,3,75.45,1,11.7,13.76,72.2,12.22,11.927,912.19,126.8,0.122,South → Zone 6
SHP102708,2024-08-17,ORD802805,CR003,USPS,Priority Mail,South,8,9.34,22,8,8,10.5,108.67,15.49,0.0,0.0,0.0,0.0,0.0,124.16,2,10.13,1,0.0,11.82,1.16,10.35,9.982,104.81,19.35,0.1558,South → Zone 8
SHP102709,2025-01-30,ORD802400,CR002,FedEx,Ground,South,7,16.88,10,25,17,31.0,340.07,36.02,0.0,6.75,0.0,0.0,0.0,382.84,6,30.58,1,6.75,12.35,14.12,10.97,9.866,312.6,70.24,0.1835,South → Zone 7
SHP102710,2025-04-25,ORD803177,CR001,UPS,Ground,West,3,5.43,21,19,4,11.5,74.75,9.31,4.95,0.0,0.0,0.0,0.0,89.01,5,11.48,1,4.95,7.74,6.07,6.5,5.887,72.65,16.36,0.1838,West → Zone 3
